Provider,Total_Claims,Inpatient_Ratio,Total_Reimbursement,Avg_Claim_Amount,Avg_Patient_Age,Avg_Chronic_Conditions,Unique_Physicians,Claims_per_Physician,PotentialFraud
PRV52892,36,0.19444444444444445,108690,3019.1666666666665,85.82482475394745,1.5517241379310347,24,1.5,No
PRV52893,362,0.0,131850,364.22651933701655,82.3742473171776,1.6215458550260313,9,40.22222222222222,No
PRV52895,81,0.0,26180,323.2098765432099,82.85888660734658,1.6174242424242424,4,20.25,No
PRV52896,142,0.11971830985915492,300920,2119.154929577465,84.1748272966546,1.6157450796626056,17,8.352941176470589,No
PRV52897,45,0.0,9140,203.11111111111111,85.4533073588515,1.5477855477855478,24,1.875,No
PRV52898,114,0.42105263157894735,535930,4701.140350877193,84.93548305321063,1.558922558922559,35,3.257142857142857,No
PRV52899,1,0.0,30,30.0,77.75222450376455,1.6363636363636365,1,1.0,No
PRV52901,85,0.0,23030,270.94117647058823,87.07832991101985,1.6963636363636363,2,42.5,No
PRV52902,46,0.45652173913043476,132250,2875.0,84.81992408686455,1.5909090909090908,14,3.2857142857142856,No
PRV52903,200,0.835,1568110,7840.55,88.06653980813543,1.520704426463589,26,7.6923076923076925,Yes
PRV52904,3,0.3333333333333333,10230,3410.0,79.96988364134154,1.4545454545454544,2,1.5,No
PRV52905,130,0.0,25440,195.69230769230768,89.28504330996721,1.6316614420062694,4,32.5,No
PRV52907,183,0.0,53600,292.89617486338796,84.33259688612794,1.622554660529344,2,91.5,No
PRV52910,18,0.5555555555555556,151600,8422.222222222223,89.14664613278576,1.6534090909090908,7,2.5714285714285716,No
PRV52911,5,0.0,2060,412.0,91.15017111567418,1.7090909090909092,2,2.5,No
PRV52912,16,0.0625,14640,915.0,86.67898699520876,1.642857142857143,8,2.0,No
PRV52913,35,0.0,11600,331.42857142857144,82.79209445585215,1.6647727272727273,20,1.75,No
PRV52914,61,0.0,17170,281.4754098360656,84.71955696596355,1.6177685950413225,15,4.066666666666666,No
PRV52916,26,0.23076923076923078,73130,2812.6923076923076,83.29013004791238,1.6218181818181818,14,1.8571428571428572,No
PRV52917,32,0.0,8870,277.1875,84.9406473061504,1.6493506493506493,11,2.909090909090909,No
PRV52918,22,0.5909090909090909,114010,5182.272727272727,84.04257357973991,1.5727272727272728,5,4.4,No
PRV52919,66,0.0,14070,213.1818181818182,79.18049466304086,1.665847665847666,8,8.25,No
PRV52920,17,0.11764705882352941,14530,854.7058823529412,83.22116197608406,1.6577540106951871,9,1.8888888888888888,No
PRV52921,46,0.06521739130434782,27450,596.7391304347826,84.29848940674594,1.5644820295983082,17,2.7058823529411766,No
PRV52922,33,0.21212121212121213,49510,1500.3030303030303,84.6881131644992,1.5643939393939397,14,2.357142857142857,No
PRV52924,13,0.23076923076923078,38730,2979.230769230769,83.77275838466802,1.5454545454545454,10,1.3,No
PRV52925,4,1.0,29000,7250.0,92.72963723477069,1.3636363636363635,1,4.0,No
PRV52926,17,0.23529411764705882,53760,3162.3529411764707,86.20876112251882,1.5397727272727273,10,1.7,No
PRV52928,41,0.0,9260,225.85365853658536,84.48233788649823,1.6126482213438735,2,20.5,No
PRV52929,35,0.0,6770,193.42857142857142,88.2466803559206,1.6,15,2.3333333333333335,No
PRV52930,127,0.0,39290,309.37007874015745,84.86879635551665,1.5618479880774965,1,127.0,No
PRV52931,14,0.0,3010,215.0,80.92891365991981,1.649350649350649,7,2.0,No
PRV52932,40,0.0,13830,345.75,81.89515641985747,1.6096256684491979,11,3.6363636363636362,No
PRV52933,8,0.5,69390,8673.75,84.26420260095824,1.5454545454545454,3,2.6666666666666665,Yes
PRV52934,32,0.0,8730,272.8125,85.222602479276,1.6717171717171717,8,4.0,No
PRV52935,280,0.0,101800,363.57142857142856,83.53356685590047,1.6310160427807487,1,280.0,No
PRV52936,108,0.037037037037037035,44340,410.55555555555554,84.6276925554616,1.6363636363636365,20,5.4,No
PRV52937,24,0.0,6030,251.25,84.53987810045304,1.6103896103896105,13,1.8461538461538463,No
PRV52938,3,0.0,4270,1423.3333333333333,97.25028519279033,1.6363636363636365,2,1.5,No
PRV52940,9,0.0,950,105.55555555555556,84.40559303803659,1.5454545454545454,1,9.0,No
PRV52941,43,0.0,13950,324.4186046511628,83.61389283771213,1.5827505827505826,3,14.333333333333334,No
PRV52942,43,0.0,10910,253.72093023255815,89.29703926007828,1.6177156177156176,2,21.5,No
PRV52943,35,0.0,6760,193.14285714285714,87.05369920975669,1.515151515151515,1,35.0,No
PRV52944,4,0.0,4120,1030.0,74.83299110198494,1.5681818181818181,1,4.0,No
PRV52945,46,0.0,6870,149.34782608695653,86.23979009810633,1.6893939393939392,1,46.0,No
PRV52948,106,0.0,25320,238.8679245283019,80.53615273712265,1.6015473887814315,4,26.5,No
PRV52949,79,0.0,27080,342.7848101265823,81.98746493806284,1.570409982174688,1,79.0,No
PRV52950,116,0.0,33830,291.63793103448273,85.97014031485284,1.6491477272727273,2,58.0,No
PRV52951,20,0.0,9980,499.0,87.31252566735111,1.6,2,10.0,No
PRV52952,1,0.0,600,600.0,95.91238877481177,1.1818181818181819,1,1.0,No
PRV52953,85,0.0,23580,277.4117647058824,84.99702651451396,1.6065573770491803,2,42.5,No
PRV52954,1,0.0,2100,2100.0,100.99931553730322,1.5454545454545454,1,1.0,No
PRV52955,73,0.0,14160,193.97260273972603,85.886248818487,1.58008658008658,1,73.0,No
PRV52956,18,0.0,2110,117.22222222222223,87.92607802874744,1.6060606060606062,1,18.0,No
PRV52957,1,0.0,0,0.0,79.24982888432581,1.8181818181818181,1,1.0,No
PRV52958,16,0.0,2020,126.25,87.58913985854439,1.5999999999999999,4,4.0,No
PRV52961,5,0.0,320,64.0,75.3160848733744,1.581818181818182,2,2.5,No
PRV52962,14,0.0,3520,251.42857142857142,89.72241235074911,1.5757575757575757,2,7.0,No
PRV52963,9,0.0,850,94.44444444444444,92.03559206023272,1.5584415584415587,1,9.0,No
PRV52964,91,0.0,27140,298.24175824175825,84.08598331390938,1.6658476658476657,1,91.0,No
PRV52966,3,0.0,710,236.66666666666666,85.58247775496234,1.5757575757575757,1,3.0,No
PRV52970,1,1.0,4000,4000.0,87.75085557837097,1.1818181818181819,1,1.0,No
PRV52971,3,1.0,15000,5000.0,85.61076887976272,1.5454545454545454,2,1.5,No
PRV52972,17,1.0,220000,12941.176470588236,79.6728268309377,1.5,2,8.5,No
PRV52976,4,1.0,29000,7250.0,87.54140999315537,1.5454545454545454,1,4.0,No
PRV52978,5,1.0,59000,11800.0,84.94948665297741,1.4545454545454546,1,5.0,No
PRV52979,6,1.0,68000,11333.333333333334,86.70910335386723,1.5454545454545454,2,3.0,No
PRV52980,601,0.0,142660,237.3710482529118,86.4647710935562,1.6538308852719334,1,601.0,No
PRV52981,369,0.0,85830,232.60162601626016,86.09463960053104,1.668700427089689,3,123.0,No
PRV52982,643,0.0,216220,336.2674961119751,85.95226539374383,1.6627312081857537,15,42.86666666666667,Yes
PRV52985,1403,0.08624376336421953,1720120,1226.0299358517464,85.73924161533196,1.619818181818182,99,14.171717171717171,Yes
PRV52986,36,0.25,132490,3680.277777777778,84.63482811154536,1.6099706744868036,18,2.0,No
PRV52988,312,0.0,76070,243.81410256410257,86.25435516990132,1.6642228739002933,3,104.0,No
PRV52989,177,0.3954802259887006,882590,4986.38418079096,86.47477903758593,1.5882740447957842,90,1.9666666666666666,Yes
PRV52990,79,0.27848101265822783,208160,2634.9367088607596,89.38659697591939,1.5884297520661157,31,2.5483870967741935,Yes
PRV52991,59,0.13559322033898305,103970,1762.2033898305085,87.16754125789032,1.6313131313131313,30,1.9666666666666666,No
PRV52993,10,0.0,3120,312.0,85.62111187162522,1.6565656565656566,8,1.25,No
PRV52996,37,0.0,11510,311.0810810810811,87.65065023956193,1.584848484848485,18,2.0555555555555554,No
PRV52998,33,0.45454545454545453,151190,4581.515151515152,85.64339493497604,1.5974025974025972,22,1.5,No
PRV52999,56,0.14285714285714285,73210,1307.3214285714287,87.46558226302156,1.5828877005347592,12,4.666666666666667,No
PRV53000,703,0.0,200250,284.850640113798,86.10970375462087,1.6200814111261872,260,2.703846153846154,No
PRV53001,150,0.0,45460,303.06666666666666,84.90270851667154,1.6008658008658008,6,25.0,No
PRV53002,397,0.0,116040,292.29219143576825,85.73357034131193,1.6207598371777474,3,132.33333333333334,No
PRV53004,18,0.0,4310,239.44444444444446,82.62559890485969,1.6534090909090908,10,1.8,No
PRV53005,50,0.32,168860,3377.2,88.59751743529976,1.5503685503685505,27,1.8518518518518519,Yes
PRV53007,96,0.3854166666666667,400540,4172.291666666667,86.38309779764063,1.5708556149732618,50,1.92,Yes
PRV53008,52,0.75,353600,6800.0,85.07146931325576,1.5227272727272727,17,3.0588235294117645,Yes
PRV53009,37,0.13513513513513514,35620,962.7027027027027,87.48207005326904,1.5849802371541502,10,3.7,No
PRV53013,4,0.0,5030,1257.5,85.54140999315537,1.4545454545454546,3,1.3333333333333333,No
PRV53014,8,0.0,1180,147.5,83.82306639288157,1.7045454545454546,6,1.3333333333333333,No
PRV53015,8,0.0,1120,140.0,75.9995436915355,1.6212121212121213,6,1.3333333333333333,No
PRV53016,31,0.0,16900,545.1612903225806,80.70347554947143,1.595959595959596,6,5.166666666666667,No
PRV53017,9,0.0,1000,111.11111111111111,86.39767282683094,1.7272727272727273,7,1.2857142857142858,No
PRV53018,41,0.0,11260,274.6341463414634,84.61029183000436,1.7396694214876034,7,5.857142857142857,No
PRV53019,15,0.0,4920,328.0,83.27594376875692,1.6013986013986015,3,5.0,No
PRV53020,2,0.0,4500,2250.0,104.70773442847366,1.5454545454545454,1,2.0,No
PRV53021,28,0.6428571428571429,216950,7748.214285714285,82.11518529383005,1.4805194805194803,4,7.0,Yes
PRV53024,26,0.07692307692307693,13800,530.7692307692307,88.66745920242083,1.617224880382775,12,2.1666666666666665,No
PRV53025,50,0.0,9460,189.2,89.21560574948664,1.7081339712918657,5,10.0,No
PRV53026,26,0.0,6140,236.15384615384616,86.46851471594798,1.5795454545454546,10,2.6,No
PRV53027,5,0.0,500,100.0,90.24960073009355,1.6363636363636365,5,1.0,No
PRV53028,3,0.0,300,100.0,91.22245037645449,1.6363636363636365,2,1.5,No
PRV53029,16,0.25,40050,2503.125,84.4089353493871,1.5537190082644627,6,2.6666666666666665,No
PRV53031,6,0.0,1390,231.66666666666666,90.80492813141683,1.6060606060606062,6,1.0,No
PRV53032,23,0.21739130434782608,48310,2100.4347826086955,86.73698620267301,1.492822966507177,11,2.090909090909091,No
PRV53033,2,1.0,75000,37500.0,87.24982888432581,1.4545454545454546,1,2.0,No
PRV53034,2,0.0,3400,1700.0,84.45859000684462,1.7272727272727273,2,1.0,No
PRV53035,34,0.0,5140,151.1764705882353,83.0738966207823,1.6565656565656566,14,2.4285714285714284,No
PRV53036,122,0.0,39530,324.0163934426229,86.37335952147129,1.5744400527009221,6,20.333333333333332,No
PRV53037,9,0.0,4340,482.22222222222223,87.23157654574493,1.6464646464646464,6,1.5,No
PRV53038,24,0.0,13310,554.5833333333334,85.70255206805516,1.6363636363636365,3,8.0,No
PRV53040,14,0.35714285714285715,51800,3700.0,90.59695677354816,1.5664335664335665,9,1.5555555555555556,No
PRV53042,39,0.0,10090,258.71794871794873,84.67868278956574,1.611111111111111,19,2.0526315789473686,No
PRV53043,61,0.0,37740,618.688524590164,85.23317362537075,1.6742424242424243,3,20.333333333333332,No
PRV53044,67,0.0,14460,215.82089552238807,81.36568467222617,1.6493506493506493,12,5.583333333333333,No
PRV53045,216,0.0,62730,290.4166666666667,86.84754032187298,1.6724941724941722,3,72.0,No
PRV53047,79,0.0,13060,165.31645569620252,89.0082135523614,1.6619318181818181,1,79.0,No
PRV53048,7,0.0,5620,802.8571428571429,80.84736481861738,1.7727272727272725,6,1.1666666666666667,No
PRV53049,2,0.0,10,5.0,79.83299110198493,1.6818181818181819,2,1.0,No
PRV53050,8,0.25,3730,466.25,87.88109905153026,1.5974025974025976,6,1.3333333333333333,No
PRV53052,9,0.1111111111111111,5530,614.4444444444445,78.73956194387405,1.6704545454545454,4,2.25,No
PRV53054,49,0.0,10690,218.16326530612244,82.86450173650721,1.6835016835016836,6,8.166666666666666,No
PRV53055,80,0.0,22570,282.125,90.91874449985333,1.6298701298701297,2,40.0,No
PRV53056,35,0.0,10110,288.85714285714283,86.14124821106341,1.6487603305785123,12,2.9166666666666665,No
PRV53057,53,0.0,20640,389.4339622641509,87.76756590903727,1.664576802507837,3,17.666666666666668,No
PRV53059,33,0.0,16320,494.54545454545456,89.88168573384179,1.5108225108225106,2,16.5,No
PRV53061,1,1.0,9000,9000.0,109.41820670773443,1.7272727272727273,1,1.0,No
PRV53062,4,0.0,190,47.5,83.31279945242984,1.5681818181818181,3,1.3333333333333333,No
PRV53063,4,0.5,7450,1862.5,87.24845995893224,1.6136363636363635,3,1.3333333333333333,No
PRV53064,35,0.0,6640,189.71428571428572,86.27398063948371,1.5974025974025972,8,4.375,No
PRV53065,38,0.0,6230,163.94736842105263,82.25571526351814,1.5606060606060603,7,5.428571428571429,No
PRV53066,7,0.0,1220,174.28571428571428,90.20013689253935,1.4909090909090907,4,1.75,No
PRV53067,16,0.0,4540,283.75,89.86975652684073,1.6103896103896105,8,2.0,No
PRV53069,11,0.0,2630,239.0909090909091,81.22168986234695,1.6464646464646464,9,1.2222222222222223,No
PRV53070,20,0.6,111530,5576.5,88.09340902685508,1.5026737967914436,6,3.3333333333333335,No
PRV53071,28,0.0,12310,439.64285714285717,85.28377823408626,1.5636363636363635,4,7.0,No
PRV53072,18,0.0,4990,277.22222222222223,87.44938778614343,1.5909090909090908,9,2.0,No
PRV53073,14,0.0,1270,90.71428571428571,84.77363840813533,1.6103896103896105,9,1.5555555555555556,No
PRV53074,178,0.0,48950,275.0,88.85433389334827,1.665289256198347,1,178.0,No
PRV53075,2,0.0,1780,890.0,84.79397672826832,1.7727272727272727,2,1.0,No
PRV53076,105,0.0,30840,293.7142857142857,87.59957475934584,1.6189555125725337,1,105.0,No
PRV53077,124,0.0,38270,308.6290322580645,86.95160595229042,1.6487093153759818,2,62.0,No
PRV53078,45,0.0,10880,241.77777777777777,83.89448175074459,1.6093366093366095,3,15.0,No
PRV53079,1,0.0,50,50.0,78.08350444900753,1.7272727272727273,1,1.0,No
PRV53081,9,0.0,1800,200.0,84.97946611909651,1.6931818181818181,1,9.0,No
PRV53083,1,0.0,10,10.0,96.41615331964408,1.1818181818181819,1,1.0,No
PRV53084,1,0.0,100,100.0,83.41683778234086,1.3636363636363635,1,1.0,No
PRV53085,2,0.0,640,320.0,87.83436002737851,1.7272727272727273,1,2.0,No
PRV53086,4,0.0,1060,265.0,94.77275838466804,1.4545454545454546,1,4.0,No
PRV53087,31,0.0,9580,309.03225806451616,81.92727583846681,1.5965909090909092,2,15.5,No
PRV53090,179,0.0,58850,328.7709497206704,89.0288534767813,1.64404609475032,1,179.0,No
PRV53091,4,1.0,19000,4750.0,90.85352498288843,1.4090909090909092,2,2.0,No
PRV53095,4,0.5,36100,9025.0,78.2094455852156,1.5454545454545454,3,1.3333333333333333,No
PRV53096,130,0.0,53000,407.6923076923077,84.22764033146602,1.588702559576346,72,1.8055555555555556,No
PRV53099,2,0.0,220,110.0,101.5400410677618,1.4545454545454546,1,2.0,No
PRV53100,130,0.038461538461538464,86880,668.3076923076923,83.42127754037405,1.6302211302211302,15,8.666666666666666,No
PRV53101,8,0.25,9410,1176.25,79.80321697467488,1.6704545454545454,6,1.3333333333333333,No
PRV53102,19,0.0,5910,311.05263157894734,85.67642026009582,1.5170454545454546,4,4.75,No
PRV53103,79,0.08860759493670886,88440,1119.493670886076,82.9101145923031,1.6011730205278594,42,1.880952380952381,No
PRV53104,80,0.35,252770,3159.625,86.16364880841269,1.5735537190082645,37,2.1621621621621623,No
PRV53106,44,0.09090909090909091,27140,616.8181818181819,88.70284540921091,1.574675324675325,23,1.9130434782608696,Yes
PRV53107,15,0.6,103390,6892.666666666667,88.2502395619439,1.6,9,1.6666666666666667,No
PRV53108,48,0.10416666666666667,69450,1446.875,84.15287566827608,1.6191646191646192,15,3.2,No
PRV53109,28,0.10714285714285714,22290,796.0714285714286,88.6558397112812,1.6239669421487606,14,2.0,No
PRV53110,30,0.03333333333333333,23280,776.0,85.3969557706724,1.6017316017316015,14,2.142857142857143,No
PRV53111,33,0.21212121212121213,68750,2083.3333333333335,86.14090490688947,1.5956112852664577,25,1.32,No
PRV53113,81,0.0,19320,238.5185185185185,85.27027299962973,1.6557377049180326,23,3.5217391304347827,No
PRV53114,29,0.4827586206896552,364680,12575.172413793103,86.24217534689814,1.5082644628099173,13,2.230769230769231,Yes
PRV53116,44,0.0,8230,187.04545454545453,86.5071047227926,1.6072727272727272,11,4.0,No
PRV53117,251,0.07171314741035857,215370,858.0478087649402,85.65612102284139,1.6265650517147525,16,15.6875,No
PRV53119,18,0.16666666666666666,26410,1467.2222222222222,83.9765327075389,1.6493506493506493,9,2.0,Yes
PRV53120,65,0.15384615384615385,115950,1783.8461538461538,88.25564101671715,1.5531587057010783,45,1.4444444444444444,No
PRV53121,579,0.08290155440414508,562270,971.1053540587219,85.4078931551277,1.6142065819485176,39,14.846153846153847,Yes
PRV53122,24,0.0,8070,336.25,80.81481481481484,1.702020202020202,4,6.0,No
PRV53123,132,0.0,45750,346.59090909090907,84.44860686799886,1.6308203991130819,54,2.4444444444444446,No
PRV53124,65,0.3076923076923077,178380,2744.3076923076924,83.01458034688054,1.542024013722127,26,2.5,No
PRV53125,2,0.0,500,250.0,71.21013004791239,1.6818181818181819,2,1.0,No
PRV53126,34,0.0,11820,347.6470588235294,87.99999999999999,1.629090909090909,12,2.8333333333333335,No
PRV53127,99,0.010101010101010102,29730,300.3030303030303,86.3124883330222,1.6611570247933884,17,5.823529411764706,No
PRV53128,33,0.030303030303030304,24220,733.939393939394,81.58363053424115,1.5167464114832538,8,4.125,No
PRV53129,46,0.06521739130434782,82550,1794.5652173913043,86.86603836501166,1.5967365967365965,21,2.1904761904761907,No
PRV53131,13,0.46153846153846156,48330,3717.6923076923076,82.08329384510083,1.538461538461538,7,1.8571428571428572,No
PRV53133,159,0.0,46660,293.45911949685535,85.92468327457286,1.5994854202401372,61,2.6065573770491803,No
PRV53134,10,0.0,4030,403.0,78.98904859685146,1.75,3,3.3333333333333335,No
PRV53135,7,1.0,68000,9714.285714285714,88.45722108145107,1.4696969696969697,1,7.0,No
PRV53136,43,0.16279069767441862,161020,3744.6511627906975,84.51088295687885,1.5386363636363638,24,1.7916666666666667,Yes
PRV53137,30,0.0,8900,296.6666666666667,86.49989584263311,1.6166007905138338,18,1.6666666666666667,No
PRV53138,10,0.0,1570,157.0,84.04928131416838,1.5909090909090908,7,1.4285714285714286,No
PRV53139,9,0.0,780,86.66666666666667,89.07128190085068,1.5714285714285714,3,3.0,No
PRV53140,21,0.0,2180,103.80952380952381,79.45142116070464,1.6028708133971292,13,1.6153846153846154,No
PRV53141,105,0.3047619047619048,332720,3168.7619047619046,85.5377595254392,1.5630498533724337,22,4.7727272727272725,No
PRV53142,111,0.35135135135135137,394050,3550.0,84.20586961684057,1.5538033395176252,78,1.4230769230769231,Yes
PRV53143,12,0.3333333333333333,65670,5472.5,91.60731397281707,1.5454545454545454,4,3.0,No
PRV53144,39,0.10256410256410256,36460,934.8717948717949,87.51999033699722,1.56951871657754,30,1.3,No
PRV53145,132,0.0,34760,263.3333333333333,84.9490969408834,1.601965601965602,1,132.0,No
PRV53147,18,0.0,6760,375.55555555555554,76.18685831622176,1.6761363636363635,12,1.5,No
PRV53148,15,0.0,2580,172.0,86.80713947243723,1.5804195804195802,11,1.3636363636363635,No
PRV53149,61,0.0,14860,243.60655737704917,85.7262801082103,1.6103896103896103,2,30.5,No
PRV53150,13,0.0,3130,240.76923076923077,86.64969199178645,1.5636363636363635,6,2.1666666666666665,No
PRV53151,25,0.0,6360,254.4,88.31139450268381,1.5645933014354065,11,2.272727272727273,No
PRV53153,24,0.25,121630,5067.916666666667,90.89208304814053,1.6147186147186148,7,3.4285714285714284,No
PRV53154,52,0.0,23670,455.1923076923077,89.07268993839836,1.6242424242424243,4,13.0,No
PRV53156,16,0.0,6570,410.625,81.97535934291582,1.618181818181818,6,2.6666666666666665,No
PRV53157,2,0.0,2190,1095.0,94.75017111567419,1.6363636363636365,2,1.0,No
PRV53158,7,0.0,710,101.42857142857143,87.76180698151951,1.7142857142857144,4,1.75,No
PRV53159,27,0.07407407407407407,36160,1339.2592592592594,94.43340177960302,1.563636363636364,13,2.076923076923077,No
PRV53161,7,0.0,6810,972.8571428571429,81.27270949447541,1.6233766233766231,6,1.1666666666666667,No
PRV53162,5,0.0,1350,270.0,85.8009582477755,1.6909090909090911,3,1.6666666666666667,No
PRV53163,12,0.0,800,66.66666666666667,76.63883185033082,1.8484848484848486,2,6.0,No
PRV53164,25,0.0,4180,167.2,86.40031289723281,1.6060606060606062,13,1.9230769230769231,No
PRV53166,23,0.043478260869565216,8960,389.5652173913044,88.04393598644113,1.515151515151515,14,1.6428571428571428,No
PRV53167,3,0.0,1770,590.0,82.66666666666667,1.4242424242424243,2,1.5,No
PRV53168,2,0.0,2070,1035.0,65.87405886379193,1.6818181818181819,2,1.0,No
PRV53169,4,0.0,170,42.5,94.79123887748118,1.8181818181818181,2,2.0,No
PRV53171,17,0.0,8330,490.0,76.61546885694729,1.5818181818181818,5,3.4,No
PRV53172,3,0.0,2450,816.6666666666666,94.77709331508099,1.4545454545454546,2,1.5,No
PRV53173,43,0.0,16610,386.27906976744185,89.54010058625718,1.4980237154150196,16,2.6875,No
PRV53174,5,0.0,260,52.0,89.83230663928816,1.6136363636363635,1,5.0,No
PRV53175,9,0.0,710,78.88888888888889,88.63092250361245,1.787878787878788,6,1.5,No
PRV53176,34,0.0,6000,176.47058823529412,83.3334386352867,1.6503496503496506,9,3.7777777777777777,No
PRV53177,16,0.0,1520,95.0,91.9325493124261,1.6694214876033058,7,2.2857142857142856,No
PRV53178,7,0.0,730,104.28571428571429,75.9173169062286,1.5999999999999999,4,1.75,No
PRV53179,28,0.07142857142857142,20190,721.0714285714286,81.92612872968793,1.65993265993266,3,9.333333333333334,No
PRV53180,5,0.0,3010,602.0,91.1252566735113,1.2954545454545454,4,1.25,No
PRV53182,3,0.0,100,33.333333333333336,87.49988592288388,1.696969696969697,3,1.0,No
PRV53183,1,0.0,80,80.0,98.16563997262149,1.6363636363636365,1,1.0,No
PRV53186,8,0.0,4710,588.75,88.19047619047618,1.4805194805194808,7,1.1428571428571428,No
PRV53187,4,0.0,180,45.0,86.50102669404517,1.4318181818181819,2,2.0,No
PRV53188,10,0.0,1220,122.0,81.56297056810403,1.6022727272727273,7,1.4285714285714286,No
PRV53189,28,0.14285714285714285,53030,1893.9285714285713,86.39514329077761,1.5849802371541502,13,2.1538461538461537,No
PRV53191,15,0.0,3310,220.66666666666666,87.63769107916953,1.787878787878788,4,3.75,No
PRV53192,149,0.0,40610,272.5503355704698,86.13208787964194,1.5739750445632799,9,16.555555555555557,No
PRV53194,32,0.0,22330,697.8125,86.81953000228155,1.621212121212121,1,32.0,No
PRV53196,16,0.0,4480,280.0,84.21355236139631,1.6767676767676767,7,2.2857142857142856,No
PRV53197,4,0.0,500,125.0,78.16700889801506,1.6363636363636365,2,2.0,No
PRV53198,6,0.0,250,41.666666666666664,82.28446269678302,1.3636363636363635,5,1.2,No
PRV53201,13,0.0,14220,1093.8461538461538,84.91615331964408,1.5113636363636365,5,2.6,No
PRV53202,11,0.0,670,60.90909090909091,87.41683778234085,1.75,7,1.5714285714285714,No
PRV53203,7,0.0,420,60.0,94.4991101984942,1.6545454545454545,6,1.1666666666666667,No
PRV53204,7,0.0,3020,431.42857142857144,81.13894592744695,1.5,4,1.75,No
PRV53205,14,0.0,1280,91.42857142857143,76.55879534565365,1.6090909090909091,4,3.5,No
PRV53206,3,0.0,570,190.0,84.99794661190964,1.5,3,1.0,No
PRV53207,10,0.0,500,50.0,77.54727681627067,1.7922077922077924,5,2.0,No
PRV53208,23,0.17391304347826086,58500,2543.478260869565,83.55340822160485,1.6203208556149733,8,2.875,Yes
PRV53210,32,0.09375,27050,845.3125,87.37449235683324,1.5696969696969696,15,2.1333333333333333,No
PRV53211,4,0.0,3460,865.0,89.72028291124802,1.575757575757576,1,4.0,No
PRV53212,2,0.0,100,50.0,65.33333333333334,1.8636363636363635,2,1.0,No
PRV53213,22,0.0,6910,314.09090909090907,84.09265463453295,1.5933014354066986,6,3.6666666666666665,No
PRV53214,18,0.0,4280,237.77777777777777,91.00694240735308,1.6948051948051948,9,2.0,No
PRV53215,11,0.0,1560,141.8181818181818,87.89322381930185,1.5950413223140494,5,2.2,No
PRV53216,115,0.0,20930,182.0,86.409427729667,1.6027667984189724,5,23.0,No
PRV53217,5,0.0,1570,314.0,85.78343600273784,1.7454545454545454,5,1.0,No
PRV53218,13,0.0,2780,213.84615384615384,86.36093999543692,1.5959595959595958,7,1.8571428571428572,No
PRV53220,5,1.0,110000,22000.0,85.43463381245724,1.5454545454545454,1,5.0,No
PRV53221,16,0.0,6510,406.875,82.33508251578068,1.6464646464646464,1,16.0,No
PRV53222,45,0.0,10770,239.33333333333334,86.16986082591832,1.5681818181818181,3,15.0,No
PRV53223,23,0.0,11790,512.6086956521739,79.74096889497301,1.5505050505050504,1,23.0,No
PRV53224,12,0.0,1680,140.0,82.39584759297286,1.6439393939393938,1,12.0,No
PRV53225,49,1.0,415300,8475.510204081633,86.79120975140897,1.4912959381044486,4,12.25,No
PRV53226,19,1.0,150000,7894.736842105263,91.39796102165064,1.5023923444976077,2,9.5,No
PRV53227,74,0.0,18610,251.48648648648648,85.7913432870451,1.62557781201849,2,37.0,No
PRV53228,1,0.0,600,600.0,92.83504449007529,1.6363636363636365,1,1.0,No
PRV53229,139,0.0,29840,214.67625899280574,84.33342810509134,1.6195804195804193,4,34.75,No
PRV53230,56,0.0,16260,290.35714285714283,84.19192334017796,1.5863636363636362,11,5.090909090909091,No
PRV53232,64,0.0,25300,395.3125,87.76532707538867,1.6201298701298699,4,16.0,No
PRV53233,13,1.0,96000,7384.615384615385,84.4446725986767,1.4924242424242424,4,3.25,No
PRV53235,2,0.0,170,85.0,98.29158110882958,1.4545454545454546,1,2.0,No
PRV53236,9,1.0,96000,10666.666666666666,91.01060917180014,1.4886363636363635,1,9.0,No
PRV53237,8,0.0,1230,153.75,83.09494475408233,1.6233766233766231,1,8.0,No
PRV53238,195,0.046153846153846156,143590,736.3589743589744,82.62969738452284,1.5911845730027545,55,3.5454545454545454,No
PRV53239,113,0.168141592920354,232580,2058.2300884955753,84.03229419451185,1.606404958677686,37,3.054054054054054,No
PRV53240,6,0.16666666666666666,4860,810.0,78.52156057494867,1.3863636363636365,5,1.2,No
PRV53242,259,0.40540540540540543,1176290,4541.660231660232,83.75426151714923,1.5454545454545454,65,3.9846153846153847,Yes
PRV53243,75,0.12,111760,1490.1333333333334,83.71723836132898,1.5946348733233981,22,3.409090909090909,No
PRV53244,508,0.08267716535433071,465750,916.8307086614174,79.90557794847095,1.624017957351291,24,21.166666666666668,No
PRV53245,146,0.1095890410958904,214800,1471.2328767123288,82.61575813929463,1.585763293310463,44,3.3181818181818183,Yes
PRV53246,109,0.01834862385321101,56490,518.256880733945,82.32668523525865,1.6102610261026102,31,3.5161290322580645,No
PRV53247,37,0.1891891891891892,65960,1782.7027027027027,79.2480297252371,1.6311688311688313,12,3.0833333333333335,No
PRV53248,57,0.08771929824561403,88890,1559.4736842105262,82.42124291405605,1.6177156177156178,16,3.5625,No
PRV53249,23,0.2608695652173913,60140,2614.782608695652,87.47735869447747,1.5789473684210527,6,3.8333333333333335,No
