Provider,PotentialFraud,n_inpt_claims,n_inpt_bene,inpt_total_reimb,inpt_mean_reimb,inpt_max_reimb,inpt_min_reimb,n_outpt_claims,n_outpt_bene,outpt_total_reimb,outpt_mean_reimb,outpt_max_reimb,outpt_min_reimb,claims_total,bene_total,inpt_outpt_claim_ratio,avg_gender,avg_months_partA,avg_months_partB,avg_IP_annual_reimb,avg_OP_annual_reimb,avg_IP_annual_deduct,avg_OP_annual_deduct,ChronicCond_Alzheimer_rate,ChronicCond_Heartfailure_rate,ChronicCond_KidneyDisease_rate,ChronicCond_Cancer_rate,ChronicCond_ObstrPulmonary_rate,ChronicCond_Depression_rate,ChronicCond_Diabetes_rate,ChronicCond_IschemicHeart_rate,ChronicCond_Osteoporasis_rate,ChronicCond_rheumatoidarthritis_rate,ChronicCond_stroke_rate
PRV52281,No,41.0,41.0,408000.0,9951.219512195123,44000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,41.0,1.6666666666666667,12.0,12.0,15600.833333333334,1514.1666666666667,1780.0,449.1666666666667,0.3333333333333333,1.0,0.4166666666666667,0.25,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.9166666666666666,0.4166666666666667,0.5,0.08333333333333333
PRV52282,No,6.0,6.0,77000.0,12833.333333333334,23000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52283,Yes,66.0,54.0,594700.0,9010.60606060606,61000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,54.0,66.0,1.6153846153846154,12.0,12.0,28968.46153846154,1193.8461538461538,2053.846153846154,592.3076923076923,0.6923076923076923,0.8461538461538461,0.6923076923076923,0.15384615384615385,0.7692307692307693,0.7692307692307693,0.9230769230769231,1.0,0.38461538461538464,0.5384615384615384,0.3076923076923077
PRV52284,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,40.0,40.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52285,No,19.0,19.0,144000.0,7578.9473684210525,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,1.75,12.0,12.0,6475.0,625.0,1602.0,47.5,0.5,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.0,0.5,0.25
PRV52286,No,5.0,5.0,90000.0,18000.0,44000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,12.0,12.0,44200.0,820.0,1068.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
PRV52288,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52289,No,4.0,4.0,18000.0,4500.0,7000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.5,6.0,12.0,17255.0,455.0,2670.0,190.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0
PRV52290,No,10.0,10.0,68000.0,6800.0,10000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,1.0,12.0,12.0,10180.0,736.6666666666666,1780.0,120.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333
PRV52291,No,17.0,16.0,128000.0,7529.411764705882,23000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,17.0,2.0,12.0,12.0,12333.333333333334,1860.0,1068.0,246.66666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,0.0
PRV52292,Yes,25.0,25.0,303000.0,12120.0,34000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,1.25,12.0,12.0,33577.5,2110.0,2403.0,637.5,0.25,1.0,0.75,0.25,0.5,0.5,0.75,0.75,0.75,0.25,0.25
PRV52293,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52294,No,7.0,7.0,54000.0,7714.285714285715,15000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,2.0,12.0,12.0,5100.0,60.0,1068.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
PRV52295,No,5.0,5.0,19000.0,3800.0,5000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,12.0,12.0,4000.0,870.0,1068.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
PRV52296,No,2.0,2.0,12000.0,6000.0,10000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52298,No,9.0,7.0,93000.0,10333.333333333334,44000.0,3000.0,13.0,5.0,4130.0,317.6923076923077,3300.0,20.0,22.0,12.0,0.6428571428571429,1.0,12.0,12.0,7000.0,1520.0,1068.0,620.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
PRV52299,No,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1070.0,152.85714285714286,500.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52300,No,3.0,3.0,55000.0,18333.333333333332,31000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52302,No,11.0,8.0,127000.0,11545.454545454546,57000.0,3000.0,3.0,1.0,100.0,33.333333333333336,40.0,20.0,14.0,9.0,2.75,2.0,12.0,12.0,13900.0,1277.5,3119.0,352.5,0.0,0.75,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5
PRV52303,No,23.0,23.0,258000.0,11217.391304347826,57000.0,1000.0,13.0,10.0,4850.0,373.0769230769231,2200.0,30.0,36.0,33.0,1.6428571428571428,1.0,12.0,12.0,36750.0,522.5,1602.0,152.5,0.0,1.0,0.75,0.0,0.25,0.75,0.75,0.75,0.25,0.25,0.25
PRV52304,No,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,350.0,116.66666666666667,200.0,50.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52306,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52307,Yes,53.0,52.0,770000.0,14528.301886792453,63000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,54.0,53.0,26.5,1.5,12.0,12.0,20085.0,1765.0,1702.0,329.375,0.5625,0.6875,0.6875,0.3125,0.4375,0.625,0.6875,0.75,0.25,0.375,0.4375
PRV52308,Yes,40.0,32.0,364700.0,9117.5,44000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.0,40.0,1.7142857142857142,12.0,12.0,8462.857142857143,541.4285714285714,1373.142857142857,131.42857142857142,0.0,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.5714285714285714,1.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.0
PRV52309,No,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,540.0,270.0,500.0,40.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52310,No,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,840.0,84.0,400.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52311,No,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,350.0,175.0,300.0,50.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52312,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,300.0,300.0,300.0,300.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52313,No,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,5090.0,242.38095238095238,1800.0,0.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52314,No,40.0,35.0,412000.0,10300.0,57000.0,0.0,6.0,6.0,1070.0,178.33333333333334,800.0,10.0,46.0,41.0,5.714285714285714,2.0,12.0,12.0,17051.428571428572,1475.7142857142858,2574.285714285714,472.85714285714283,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857
PRV52315,No,5.0,5.0,40000.0,8000.0,15000.0,3000.0,1.0,1.0,100.0,100.0,100.0,100.0,6.0,6.0,2.5,2.0,12.0,12.0,3000.0,210.0,1068.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
PRV52317,No,2.0,2.0,24000.0,12000.0,12000.0,12000.0,1.0,1.0,70.0,70.0,70.0,70.0,3.0,3.0,1.0,1.0,12.0,12.0,12000.0,120.0,1068.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
PRV52318,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52319,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,200.0,200.0,200.0,200.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52320,Yes,69.0,62.0,796000.0,11536.231884057972,57000.0,0.0,5.0,5.0,4070.0,814.0,3300.0,10.0,74.0,67.0,11.5,1.5384615384615385,12.0,12.0,23346.153846153848,916.9230769230769,1737.8461538461538,229.23076923076923,0.46153846153846156,0.7692307692307693,0.5384615384615384,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.8461538461538461,0.9230769230769231,0.38461538461538464,0.3076923076923077,0.23076923076923078
PRV52321,Yes,33.0,28.0,367000.0,11121.212121212122,46000.0,0.0,3.0,3.0,400.0,133.33333333333334,200.0,100.0,36.0,31.0,8.25,1.875,12.0,12.0,13990.0,598.75,1068.0,110.0,0.375,0.5,0.5,0.125,0.125,0.25,0.875,0.875,0.375,0.125,0.0
PRV52323,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52325,Yes,27.0,23.0,255900.0,9477.777777777777,32000.0,900.0,6.0,3.0,3750.0,625.0,3000.0,20.0,33.0,26.0,3.857142857142857,1.6666666666666667,12.0,12.0,10000.0,1533.3333333333333,3734.6666666666665,456.6666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333
PRV52326,No,8.0,7.0,66000.0,8250.0,16000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52328,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52331,No,9.0,8.0,55000.0,6111.111111111111,13000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,9.0,1.5,12.0,12.0,5500.0,1040.0,1068.0,370.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0
PRV52332,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52334,No,8.0,8.0,93000.0,11625.0,34000.0,4000.0,1.0,1.0,300.0,300.0,300.0,300.0,9.0,9.0,4.0,1.5,6.0,6.0,13600.0,2760.0,1602.0,560.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5
PRV52335,No,2.0,2.0,26000.0,13000.0,22000.0,4000.0,8.0,3.0,1030.0,128.75,200.0,20.0,10.0,5.0,0.2222222222222222,1.0,12.0,12.0,22200.0,0.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
PRV52336,No,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1460.0,365.0,1000.0,20.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52337,Yes,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,1590.0,132.5,500.0,10.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52340,Yes,224.0,176.0,2075400.0,9265.17857142857,57000.0,0.0,50.0,21.0,8970.0,179.4,2800.0,0.0,274.0,197.0,4.392156862745098,1.4285714285714286,11.142857142857142,12.0,20656.666666666668,2175.714285714286,2126.285714285714,427.6190476190476,0.5,0.7619047619047619,0.5,0.09523809523809523,0.5238095238095238,0.5714285714285714,0.7619047619047619,0.8809523809523809,0.5,0.47619047619047616,0.2857142857142857
PRV52341,No,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,960.0,480.0,900.0,60.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52342,No,51.0,45.0,597000.0,11705.882352941177,57000.0,0.0,3.0,3.0,480.0,160.0,300.0,80.0,54.0,48.0,12.75,1.5,12.0,12.0,12850.0,415.0,1869.0,177.5,0.5,1.0,0.5,0.25,0.25,0.25,1.0,0.75,0.25,0.75,0.25
PRV52343,Yes,42.0,38.0,404200.0,9623.809523809523,34000.0,0.0,4.0,3.0,220.0,55.0,100.0,40.0,46.0,41.0,8.4,1.625,12.0,12.0,9972.5,552.5,1735.5,171.25,0.375,0.875,0.5,0.0,0.625,0.5,0.875,0.875,0.25,0.25,0.375
PRV52344,No,23.0,18.0,249000.0,10826.08695652174,22000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,23.0,2.0,12.0,12.0,15500.0,1560.0,1068.0,260.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0
PRV52346,No,19.0,18.0,201000.0,10578.947368421053,28000.0,1000.0,3.0,3.0,130.0,43.333333333333336,50.0,40.0,22.0,21.0,4.75,1.3333333333333333,12.0,12.0,20666.666666666668,113.33333333333333,1424.0,73.33333333333333,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0
PRV52347,Yes,50.0,46.0,626400.0,12528.0,100000.0,0.0,7.0,6.0,2710.0,387.14285714285717,900.0,10.0,57.0,52.0,6.25,1.125,12.0,12.0,11628.75,1136.25,1568.5,255.0,0.625,0.875,0.75,0.25,0.375,0.375,0.875,0.875,0.375,0.125,0.25
PRV52348,No,9.0,8.0,85000.0,9444.444444444445,22000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,9.0,1.6666666666666667,12.0,11.0,6356.666666666667,1436.6666666666667,1068.0,53.333333333333336,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0
PRV52349,No,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,640.0,128.0,300.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52350,No,7.0,7.0,30000.0,4285.714285714285,9000.0,1000.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,3.5,1.5,12.0,12.0,9000.0,1560.0,1068.0,235.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0
PRV52351,No,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,2600.0,216.66666666666666,900.0,10.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52352,No,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1400.0,700.0,900.0,500.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52353,No,6.0,4.0,140000.0,23333.333333333332,100000.0,4000.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,1.0,12.0,12.0,10000.0,240.0,1068.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
PRV52354,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52355,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52356,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52357,No,8.0,7.0,69000.0,8625.0,15000.0,4000.0,6.0,6.0,870.0,145.0,600.0,10.0,14.0,13.0,1.1428571428571428,2.0,12.0,12.0,17000.0,4070.0,7136.0,810.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
PRV52358,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52359,No,42.0,39.0,413000.0,9833.333333333334,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,39.0,42.0,1.5454545454545454,12.0,12.0,23103.636363636364,1565.4545454545455,2014.5454545454545,438.1818181818182,0.45454545454545453,0.8181818181818182,0.45454545454545453,0.18181818181818182,0.6363636363636364,0.5454545454545454,0.9090909090909091,0.7272727272727273,0.2727272727272727,0.5454545454545454,0.18181818181818182
PRV52361,No,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3460.0,692.0,1500.0,60.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52362,No,9.0,8.0,90300.0,10033.333333333334,35000.0,300.0,4.0,4.0,180.0,45.0,90.0,10.0,13.0,12.0,1.8,1.5,12.0,12.0,6550.0,8730.0,1068.0,2740.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.5
PRV52365,No,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,3050.0,234.6153846153846,800.0,10.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52366,No,25.0,25.0,226300.0,9052.0,31000.0,300.0,3.0,1.0,170.0,56.666666666666664,70.0,40.0,28.0,26.0,6.25,1.75,12.0,12.0,24827.5,1685.0,1602.0,492.5,0.25,0.75,0.5,0.0,0.5,0.25,0.5,0.25,0.5,0.25,0.25
PRV52367,No,4.0,4.0,59000.0,14750.0,29000.0,3000.0,12.0,7.0,2930.0,244.16666666666666,2000.0,0.0,16.0,11.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52369,No,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,5710.0,259.54545454545456,2400.0,0.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52371,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52372,No,27.0,24.0,268000.0,9925.925925925925,27000.0,3000.0,2.0,2.0,700.0,350.0,500.0,200.0,29.0,26.0,9.0,1.5,12.0,12.0,12640.0,2190.0,1602.0,590.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.5
PRV52373,No,3.0,3.0,38000.0,12666.666666666666,24000.0,6000.0,1.0,1.0,200.0,200.0,200.0,200.0,4.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52374,No,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,7270.0,519.2857142857143,3300.0,10.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52377,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52378,No,3.0,3.0,11000.0,3666.6666666666665,7000.0,0.0,1.0,1.0,10.0,10.0,10.0,10.0,4.0,4.0,1.5,2.0,12.0,12.0,5905.0,950.0,1068.0,260.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0
PRV52380,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52381,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52383,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,40.0,40.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52384,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52385,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52386,No,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,900.0,450.0,700.0,200.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52387,No,13.0,11.0,106000.0,8153.846153846154,21000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,13.0,1.0,12.0,12.0,11250.0,3407.5,1602.0,827.5,0.5,1.0,0.75,0.0,0.0,0.5,0.75,1.0,0.75,0.25,0.25
PRV52389,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52390,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52391,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,20.0,20.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52392,No,5.0,4.0,50000.0,10000.0,17000.0,4000.0,9.0,5.0,3410.0,378.8888888888889,1600.0,40.0,14.0,9.0,0.5,1.5,12.0,12.0,18060.0,725.0,2286.0,242.5,0.5,1.0,0.25,0.0,0.5,0.75,1.0,1.0,0.75,0.0,0.0
